Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
CJ McCollum,NOP,POR,L,35.85,10,21,0.476,3,10,0.3,4,6,0.667,0,4,4,3,4,0,3,2,27,19.0,2024-10-27
Deandre Ayton,POR,NOP,W,30.9,7,9,0.778,1,1,1.0,2,2,1.0,6,6,12,0,0,1,2,2,17,17.4,2024-10-27
Jalen Williams,OKC,ATL,W,32.88,8,17,0.471,0,3,0.0,4,8,0.5,2,7,9,5,2,0,0,4,20,17.1,2024-10-27
James Harden,LAC,GSW,W,35.65,6,19,0.316,2,12,0.167,9,9,1.0,1,6,7,11,0,0,5,1,23,16.9,2024-10-27
Pascal Siakam,IND,PHI,L,40.12,7,11,0.636,2,4,0.5,1,2,0.5,0,5,5,6,0,1,1,2,17,16.3,2024-10-27
Derrick Jones,LAC,GSW,W,35.42,7,10,0.7,3,4,0.75,1,2,0.5,4,0,4,0,2,0,2,2,18,15.4,2024-10-27
Bobby Portis,MIL,BRK,L,26.85,7,14,0.5,1,4,0.25,1,1,1.0,2,8,10,2,0,1,0,0,16,14.9,2024-10-27
Stephen Curry,GSW,LAC,L,26.7,6,11,0.545,4,7,0.571,2,2,1.0,0,4,4,6,2,1,6,1,18,14.4,2024-10-27
Toumani Camara,POR,NOP,W,33.65,5,8,0.625,2,3,0.667,0,1,0.0,2,1,3,4,2,0,0,3,12,13.3,2024-10-27
Damian Lillard,MIL,BRK,L,32.07,5,13,0.385,1,7,0.143,10,11,0.909,1,3,4,4,0,0,4,2,21,13.1,2024-10-27
Jordan Hawkins,NOP,POR,L,34.22,6,13,0.462,2,4,0.5,3,3,1.0,1,6,7,3,0,0,2,0,17,12.9,2024-10-27
Brook Lopez,MIL,BRK,L,28.97,6,9,0.667,3,5,0.6,0,0,0.0,0,4,4,0,2,0,1,1,15,12.9,2024-10-27
Obi Toppin,IND,PHI,L,22.85,4,8,0.5,1,3,0.333,6,7,0.857,2,2,4,1,2,0,2,1,15,12.9,2024-10-27
Luguentz Dort,OKC,ATL,W,28.83,5,7,0.714,4,6,0.667,2,2,1.0,1,1,2,1,0,0,0,5,16,12.8,2024-10-27
Nic Claxton,BRK,MIL,W,21.78,5,6,0.833,0,0,0.0,0,0,0.0,5,6,11,1,0,2,1,4,10,12.6,2024-10-27
Kevon Looney,GSW,LAC,L,20.07,4,9,0.444,0,0,0.0,2,4,0.5,5,6,11,3,3,0,1,4,10,12.3,2024-10-27
Donovan Clingan,POR,NOP,W,13.15,4,6,0.667,0,0,0.0,1,1,1.0,6,3,9,0,0,2,0,3,9,11.7,2024-10-27
David Roddy,ATL,OKC,L,19.63,4,5,0.8,1,1,1.0,1,3,0.333,2,3,5,3,0,0,0,0,10,11.7,2024-10-27
Trae Young,ATL,OKC,L,37.05,7,14,0.5,2,7,0.286,8,8,1.0,0,1,1,8,0,0,10,3,24,11.7,2024-10-27
Tyrese Haliburton,IND,PHI,L,37.3,8,18,0.444,4,9,0.444,2,5,0.4,1,3,4,2,0,1,3,2,22,11.3,2024-10-27
Zaccharie Risacher,ATL,OKC,L,26.92,6,12,0.5,0,2,0.0,1,2,0.5,3,3,6,2,1,1,1,1,13,11.3,2024-10-27
Andre Drummond,PHI,IND,W,37.23,4,6,0.667,0,1,0.0,1,1,1.0,5,12,17,1,2,1,4,5,9,10.9,2024-10-27
Garrison Mathews,ATL,OKC,L,21.62,4,9,0.444,4,8,0.5,2,2,1.0,1,1,2,2,2,0,1,5,14,10.7,2024-10-27
Onyeka Okongwu,ATL,OKC,L,23.37,3,9,0.333,1,2,0.5,7,9,0.778,2,1,3,1,1,0,0,2,14,10.7,2024-10-27
Norman Powell,LAC,GSW,W,28.08,8,15,0.533,2,7,0.286,2,3,0.667,0,1,1,0,0,1,1,4,20,10.7,2024-10-27
Cameron Johnson,BRK,MIL,W,28.52,5,12,0.417,3,9,0.333,0,0,0.0,0,6,6,3,2,0,1,3,13,10.3,2024-10-27
Kris Dunn,LAC,GSW,W,28.45,3,5,0.6,0,2,0.0,0,1,0.0,0,9,9,4,4,0,2,2,6,10.0,2024-10-27
Jonathan Kuminga,GSW,LAC,L,22.05,4,10,0.4,1,6,0.167,3,6,0.5,3,2,5,1,3,0,1,2,12,10.0,2024-10-27
Eric Gordon,PHI,IND,W,31.85,5,10,0.5,2,7,0.286,3,4,0.75,0,1,1,1,0,1,1,1,15,9.9,2024-10-27
Brandon Ingram,NOP,POR,L,31.62,7,17,0.412,0,3,0.0,0,0,0.0,1,7,8,6,0,0,2,2,14,9.1,2024-10-27
Clint Capela,ATL,OKC,L,21.58,3,8,0.375,0,0,0.0,0,1,0.0,5,5,10,2,1,1,0,1,6,8.9,2024-10-27
Herbert Jones,NOP,POR,L,31.17,5,7,0.714,1,3,0.333,1,2,0.5,2,0,2,1,2,0,2,5,12,8.8,2024-10-27
T.J. McConnell,IND,PHI,L,21.43,5,10,0.5,0,0,0.0,0,0,0.0,2,3,5,4,1,0,2,1,10,8.7,2024-10-27
KJ Martin,PHI,IND,W,21.58,3,3,1.0,1,1,1.0,1,2,0.5,2,1,3,1,1,0,0,4,8,8.5,2024-10-27
Aaron Wiggins,OKC,ATL,W,18.1,3,4,0.75,1,2,0.5,2,2,1.0,1,0,1,1,1,0,1,1,9,8.4,2024-10-27
Aaron Nesmith,IND,PHI,L,28.42,2,4,0.5,1,1,1.0,5,5,1.0,1,6,7,1,1,0,2,5,10,8.2,2024-10-27
Deni Avdija,POR,NOP,W,29.93,4,12,0.333,1,5,0.2,2,2,1.0,3,3,6,3,1,0,1,3,11,8.1,2024-10-27
Caleb Martin,PHI,IND,W,36.83,6,16,0.375,1,5,0.2,4,6,0.667,4,8,12,1,1,0,5,4,17,7.7,2024-10-27
Yves Missi,NOP,POR,L,20.23,2,4,0.5,0,0,0.0,1,1,1.0,3,0,3,2,2,2,1,3,5,7.7,2024-10-27
Javonte Green,NOP,POR,L,15.48,2,3,0.667,1,2,0.5,2,2,1.0,2,1,3,0,0,2,0,3,7,7.6,2024-10-27
Zion Williamson,NOP,POR,L,28.03,3,12,0.25,0,0,0.0,8,10,0.8,2,1,3,4,0,1,3,3,14,7.0,2024-10-27
Ben Sheppard,IND,PHI,L,15.02,2,3,0.667,2,2,1.0,0,0,0.0,0,2,2,2,0,0,0,0,6,6.7,2024-10-27
Amir Coffey,LAC,GSW,W,19.72,3,5,0.6,1,1,1.0,1,2,0.5,1,2,3,0,0,0,0,1,8,6.2,2024-10-27
Kyle Lowry,PHI,IND,W,17.13,2,4,0.5,2,3,0.667,0,0,0.0,0,1,1,2,1,0,0,2,6,5.9,2024-10-27
De'Anthony Melton,GSW,LAC,L,17.1,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,0,0,1,0,2,8,5.9,2024-10-27
Andrew Nembhard,IND,PHI,L,31.42,3,11,0.273,1,4,0.25,3,4,0.75,0,2,2,8,0,0,1,6,10,5.9,2024-10-27
Myles Turner,IND,PHI,L,37.27,4,11,0.364,2,5,0.4,4,8,0.5,0,4,4,2,4,1,6,5,14,5.6,2024-10-27
Kelly Oubre,PHI,IND,W,37.9,6,18,0.333,0,4,0.0,2,3,0.667,3,5,8,0,2,0,2,4,14,5.4,2024-10-27
Noah Clowney,BRK,MIL,W,21.2,4,13,0.308,3,8,0.375,2,2,1.0,1,3,4,0,0,0,1,2,13,5.3,2024-10-27
Ziaire Williams,BRK,MIL,W,18.43,3,8,0.375,1,2,0.5,0,0,0.0,2,2,4,0,1,1,0,3,7,5.1,2024-10-27
Gary Payton,GSW,LAC,L,13.55,2,5,0.4,0,1,0.0,2,2,1.0,2,1,3,0,0,0,0,1,6,4.6,2024-10-27
Ben Simmons,BRK,MIL,W,23.78,1,3,0.333,0,0,0.0,0,0,0.0,2,4,6,6,1,0,2,4,2,4.5,2024-10-27
Jose Alvarado,NOP,POR,L,15.7,1,5,0.2,1,4,0.25,0,0,0.0,1,0,1,4,1,1,0,2,3,4.3,2024-10-27
Daniel Theis,NOP,POR,L,16.55,1,2,0.5,0,1,0.0,0,0,0.0,1,3,4,1,0,2,0,1,2,4.3,2024-10-27
Nicolas Batum,LAC,GSW,W,15.47,2,4,0.5,1,3,0.333,0,0,0.0,2,2,4,2,0,0,1,3,5,4.2,2024-10-27
Dyson Daniels,ATL,OKC,L,34.28,3,11,0.273,0,4,0.0,1,2,0.5,2,6,8,2,1,1,1,3,7,4.2,2024-10-27
Kevin Porter,LAC,GSW,W,16.8,2,7,0.286,1,2,0.5,2,2,1.0,0,0,0,3,2,0,2,3,7,3.8,2024-10-27
Jabari Walker,POR,NOP,W,14.53,2,7,0.286,1,2,0.5,2,2,1.0,2,3,5,0,0,1,1,3,7,3.7,2024-10-27
Cason Wallace,OKC,ATL,W,23.3,2,6,0.333,1,4,0.25,0,0,0.0,0,4,4,1,3,0,2,2,5,3.7,2024-10-27
Alex Caruso,OKC,ATL,W,21.35,1,3,0.333,0,2,0.0,0,1,0.0,1,1,2,1,3,2,2,1,2,3.6,2024-10-27
Ousmane Dieng,OKC,ATL,W,8.4,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,0,0,0,0,0,5,3.3,2024-10-27
Adam Flagler,OKC,ATL,W,1.88,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,3,3.0,2024-10-27
Guerschon Yabusele,PHI,IND,W,17.28,0,4,0.0,0,2,0.0,0,0,0.0,5,1,6,4,1,0,1,2,0,3.0,2024-10-27
Taurean Prince,MIL,BRK,L,33.95,1,4,0.25,1,2,0.5,0,0,0.0,2,5,7,1,1,0,2,1,3,2.8,2024-10-27
Rayan Rupert,POR,NOP,W,3.72,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,2,0,1,0,0,2.7,2024-10-27
Scoot Henderson,POR,NOP,W,30.32,2,12,0.167,1,4,0.25,4,4,1.0,1,4,5,7,0,0,4,4,9,2.6,2024-10-27
Ajay Mitchell,OKC,ATL,W,14.45,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,3,0,1,0,1,0,2.6,2024-10-27
Jarace Walker,IND,PHI,L,4.28,1,1,1.0,0,0,0.0,1,1,1.0,0,1,1,0,0,0,0,1,3,2.6,2024-10-27
Jalen Wilson,BRK,MIL,W,14.32,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,2.6,2024-10-27
Alex Reese,OKC,ATL,W,1.88,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,2.4,2024-10-27
A.J. Green,MIL,BRK,L,12.87,1,4,0.25,1,4,0.25,2,2,1.0,0,0,0,1,0,0,1,0,5,2.3,2024-10-27
Andre Jackson,MIL,BRK,L,3.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,1,0,2.3,2024-10-27
Jaylen Martin,BRK,MIL,W,1.97,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,3,2.3,2024-10-27
Tyler Smith,MIL,BRK,L,3.43,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0,2024-10-27
Kris Murray,POR,NOP,W,15.17,2,3,0.667,1,2,0.5,0,2,0.0,0,1,1,1,0,0,2,0,5,1.9,2024-10-27
Bennedict Mathurin,IND,PHI,L,21.15,2,6,0.333,0,4,0.0,1,2,0.5,1,1,2,2,0,0,1,2,5,1.8,2024-10-27
AJ Johnson,MIL,BRK,L,3.43,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2024-10-27
Vit Krejci,ATL,OKC,L,20.25,2,7,0.286,1,3,0.333,0,0,0.0,1,3,4,2,1,0,2,3,5,1.7,2024-10-27
Jared McCain,PHI,IND,W,17.4,2,5,0.4,0,2,0.0,0,0,0.0,1,1,2,1,0,0,1,1,4,1.6,2024-10-27
Gary Trent,MIL,BRK,L,27.9,2,8,0.25,2,6,0.333,3,4,0.75,0,0,0,2,0,0,2,4,9,1.6,2024-10-27
Keaton Wallace,ATL,OKC,L,3.05,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,1.6,2024-10-27
Pat Connaughton,MIL,BRK,L,17.07,1,4,0.25,1,3,0.333,0,0,0.0,1,2,3,2,0,0,1,2,3,1.5,2024-10-27
Dorian Finney-Smith,BRK,MIL,W,24.83,1,8,0.125,1,7,0.143,0,0,0.0,1,2,3,2,2,0,0,3,3,1.3,2024-10-27
Isaiah Jackson,IND,PHI,L,5.75,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,1,2,1.3,2024-10-27
Trayce Jackson-Davis,GSW,LAC,L,15.95,2,6,0.333,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,0,4,1.3,2024-10-27
Isaiah Joe,OKC,ATL,W,15.85,2,7,0.286,2,5,0.4,0,0,0.0,1,0,1,1,0,0,1,3,6,1.1,2024-10-27
Brandin Podziemski,GSW,LAC,L,24.7,2,8,0.25,0,5,0.0,0,0,0.0,1,4,5,4,0,0,2,2,4,1.1,2024-10-27
Dalano Banton,POR,NOP,W,3.47,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2024-10-27
Mouhamed Gueye,ATL,OKC,L,3.05,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2024-10-27
Karlo MatkoviÄ,NOP,POR,L,3.72,1,1,1.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,2,1,2,1.0,2024-10-27
Shake Milton,BRK,MIL,W,1.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7,2024-10-27
Yongxi Cui,BRK,MIL,W,1.97,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,0.6,2024-10-27
MarJon Beauchamp,MIL,BRK,L,3.43,1,3,0.333,0,1,0.0,2,2,1.0,0,0,0,0,1,0,2,2,4,0.5,2024-10-27
Jeremiah Robinson-Earl,NOP,POR,L,3.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-27
Lindy Waters,GSW,LAC,L,0.53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-27
Draymond Green,GSW,LAC,L,26.82,0,2,0.0,0,1,0.0,2,2,1.0,0,5,5,2,0,0,2,4,2,-0.1,2024-10-27
Kai Jones,LAC,GSW,W,4.58,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-0.1,2024-10-27
Kyle Anderson,GSW,LAC,L,3.77,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-0.3,2024-10-27
Dillon Jones,OKC,ATL,W,1.88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2024-10-27
Buddy Hield,GSW,LAC,L,27.88,3,14,0.214,1,9,0.111,1,1,1.0,1,5,6,2,1,1,4,3,8,-0.5,2024-10-27
Moses Moody,GSW,LAC,L,11.75,1,3,0.333,1,2,0.5,0,2,0.0,1,1,2,0,0,0,2,1,3,-0.9,2024-10-27
Alex Ducas,OKC,ATL,W,1.88,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-27
Duop Reath,POR,NOP,W,3.72,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,2024-10-27
Delon Wright,MIL,BRK,L,13.28,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,1,1,1,0,-1.5,2024-10-27
Jalen Johnson,ATL,OKC,L,29.2,3,13,0.231,1,3,0.333,0,0,0.0,1,8,9,2,0,1,4,5,7,-1.7,2024-10-27
Dariq Miller-Whitehead,BRK,MIL,W,1.97,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,0,0,-1.7,2024-10-27
Antonio Reeves,NOP,POR,L,3.72,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.8,2024-10-27
Terance Mann,LAC,GSW,W,18.32,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,0,1,0,1,3,2,-2.0,2024-10-27
Keon Johnson,BRK,MIL,W,9.77,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-2.9,2024-10-27
Paolo Banchero,ORL,IND,W,39.62,16,26,0.615,3,9,0.333,15,22,0.682,4,9,13,9,1,2,4,4,50,44.0,2024-10-28
Nikola JokiÄ,DEN,TOR,W,43.68,18,27,0.667,3,5,0.6,1,2,0.5,3,7,10,4,1,2,3,2,40,33.5,2024-10-28
Damian Lillard,MIL,BOS,L,35.53,7,15,0.467,2,8,0.25,17,18,0.944,1,6,7,7,2,1,1,2,33,33.2,2024-10-28
Darius Garland,CLE,NYK,W,32.75,12,19,0.632,5,8,0.625,5,5,1.0,1,2,3,3,2,2,3,3,34,28.1,2024-10-28
Jalen Johnson,ATL,WAS,L,38.8,11,17,0.647,1,3,0.333,6,7,0.857,2,10,12,7,1,1,3,3,29,27.9,2024-10-28
Jimmy Butler,MIA,DET,W,33.73,7,11,0.636,0,1,0.0,9,11,0.818,3,1,4,7,4,0,0,2,23,27.8,2024-10-28
Payton Pritchard,BOS,MIL,W,27.68,10,14,0.714,8,12,0.667,0,0,0.0,2,3,5,3,2,0,2,2,28,25.8,2024-10-28
Kevin Durant,PHO,LAL,W,38.15,11,20,0.55,2,6,0.333,6,7,0.857,0,8,8,4,0,4,2,2,30,25.2,2024-10-28
Anthony Davis,LAL,PHO,L,35.5,12,24,0.5,0,2,0.0,5,6,0.833,5,10,15,3,1,3,3,1,29,24.9,2024-10-28
Desmond Bane,MEM,CHI,L,31.43,11,19,0.579,6,10,0.6,2,2,1.0,2,5,7,4,0,0,1,3,30,24.6,2024-10-28
Zach LaVine,CHI,MEM,W,34.6,12,22,0.545,5,12,0.417,1,1,1.0,0,3,3,4,1,0,1,0,30,23.1,2024-10-28
Jalen Green,HOU,SAS,W,37.53,11,22,0.5,7,13,0.538,7,7,1.0,0,1,1,2,0,0,4,0,36,22.7,2024-10-28
Devin Booker,PHO,LAL,W,39.42,11,23,0.478,3,8,0.375,8,8,1.0,1,2,3,2,1,0,2,1,33,22.6,2024-10-28
Scottie Barnes,TOR,DEN,L,35.3,9,19,0.474,1,3,0.333,2,4,0.5,2,10,12,9,5,1,4,1,21,22.5,2024-10-28
Kyrie Irving,DAL,UTA,W,35.68,8,14,0.571,3,6,0.5,4,4,1.0,2,4,6,9,1,1,4,2,23,22.2,2024-10-28
Jalen Suggs,ORL,IND,W,34.75,8,17,0.471,6,13,0.462,3,4,0.75,1,4,5,7,1,1,2,1,25,22.0,2024-10-28
Pascal Siakam,IND,ORL,L,33.82,10,18,0.556,2,5,0.4,4,5,0.8,2,7,9,4,2,0,2,5,26,21.3,2024-10-28
Tyrese Haliburton,IND,ORL,L,35.07,6,15,0.4,4,9,0.444,3,4,0.75,3,6,9,10,1,0,1,1,19,21.0,2024-10-28
DeMar DeRozan,SAC,POR,W,33.9,7,14,0.5,0,1,0.0,9,10,0.9,1,3,4,3,3,0,1,1,23,20.9,2024-10-28
Jordan Poole,WAS,ATL,W,32.93,9,17,0.529,6,8,0.75,2,2,1.0,1,0,1,5,2,0,3,3,26,19.7,2024-10-28
Austin Reaves,LAL,PHO,L,37.85,8,15,0.533,5,9,0.556,2,3,0.667,0,8,8,3,2,0,1,3,23,19.6,2024-10-28
Jaylen Brown,BOS,MIL,W,38.0,10,19,0.526,0,4,0.0,10,14,0.714,1,5,6,4,0,0,4,2,30,19.3,2024-10-28
Aaron Gordon,DEN,TOR,W,42.12,4,8,0.5,2,2,1.0,6,8,0.75,5,6,11,8,2,1,5,2,16,19.0,2024-10-28
Collin Sexton,UTA,DAL,L,27.68,9,11,0.818,2,3,0.667,3,4,0.75,0,4,4,2,1,0,2,3,23,18.9,2024-10-28
Cade Cunningham,DET,MIA,L,34.87,9,18,0.5,4,7,0.571,2,3,0.667,1,7,8,6,2,1,5,4,24,17.7,2024-10-28
Nikola VuÄeviÄ,CHI,MEM,W,35.0,9,19,0.474,4,8,0.5,0,0,0.0,2,5,7,5,0,1,1,3,22,17.2,2024-10-28
Domantas Sabonis,SAC,POR,W,35.87,5,8,0.625,1,2,0.5,5,6,0.833,2,11,13,7,0,0,3,4,16,17.0,2024-10-28
Jrue Holiday,BOS,MIL,W,32.72,7,12,0.583,4,7,0.571,3,3,1.0,0,4,4,3,0,0,1,2,21,16.9,2024-10-28
Jakob Poeltl,TOR,DEN,L,40.18,7,13,0.538,0,0,0.0,2,2,1.0,8,11,19,2,0,1,3,2,16,16.9,2024-10-28
Jeremy Sochan,SAS,HOU,L,33.65,9,19,0.474,0,1,0.0,4,5,0.8,5,4,9,4,0,1,2,3,22,16.9,2024-10-28
Bam Adebayo,MIA,DET,W,34.77,5,9,0.556,0,2,0.0,2,4,0.5,1,9,10,4,3,3,1,1,12,16.8,2024-10-28
Jarrett Allen,CLE,NYK,W,31.4,5,7,0.714,0,0,0.0,5,7,0.714,5,10,15,1,1,0,2,2,15,16.7,2024-10-28
Mikal Bridges,NYK,CLE,L,40.17,9,15,0.6,1,4,0.25,0,0,0.0,4,2,6,3,2,1,2,4,19,16.7,2024-10-28
Kyle Kuzma,WAS,ATL,W,40.42,8,20,0.4,5,9,0.556,4,6,0.667,2,9,11,7,0,0,5,2,25,16.6,2024-10-28
Jake LaRavia,MEM,CHI,L,30.75,7,11,0.636,1,3,0.333,2,5,0.4,2,7,9,5,0,0,1,1,17,16.5,2024-10-28
Josh Giddey,CHI,MEM,W,27.93,4,10,0.4,2,4,0.5,2,4,0.5,4,9,13,8,1,1,2,1,12,16.2,2024-10-28
Larry Nance,ATL,WAS,L,23.12,6,9,0.667,3,5,0.6,0,0,0.0,3,0,3,4,2,1,1,4,15,16.1,2024-10-28
Rui Hachimura,LAL,PHO,L,31.35,8,18,0.444,3,3,1.0,1,1,1.0,5,5,10,1,1,1,0,5,20,16.0,2024-10-28
Kevin Huerter,SAC,POR,W,32.9,7,12,0.583,4,9,0.444,0,0,0.0,0,1,1,4,0,3,0,4,18,16.0,2024-10-28
Donovan Mitchell,CLE,NYK,W,33.25,9,17,0.529,3,8,0.375,4,4,1.0,0,2,2,5,0,0,4,3,25,15.6,2024-10-28
Coby White,CHI,MEM,W,32.0,6,15,0.4,5,10,0.5,3,3,1.0,1,1,2,5,0,0,0,2,20,15.6,2024-10-28
Deandre Ayton,POR,SAC,L,34.02,10,17,0.588,0,0,0.0,0,0,0.0,3,8,11,1,0,0,1,2,20,15.5,2024-10-28
Dereck Lively,DAL,UTA,W,26.47,7,10,0.7,0,0,0.0,0,0,0.0,3,1,4,2,1,3,0,3,14,15.5,2024-10-28
Jalen Smith,CHI,MEM,W,11.52,4,5,0.8,3,4,0.75,5,9,0.556,0,7,7,1,1,0,0,2,16,15.5,2024-10-28
Jalen Duren,DET,MIA,L,28.78,5,6,0.833,0,0,0.0,0,0,0.0,4,7,11,2,0,3,0,2,10,15.4,2024-10-28
De'Aaron Fox,SAC,POR,W,35.33,9,20,0.45,2,8,0.25,4,4,1.0,1,5,6,3,2,0,3,4,24,15.3,2024-10-28
Victor Wembanyama,SAS,HOU,L,35.22,6,14,0.429,1,5,0.2,1,2,0.5,5,15,20,5,0,4,4,3,14,15.3,2024-10-28
Josh Hart,NYK,CLE,L,37.83,4,10,0.4,2,5,0.4,6,6,1.0,4,9,13,2,3,0,5,1,16,15.1,2024-10-28
Scotty Pippen ,MEM,CHI,L,30.68,6,13,0.462,2,4,0.5,0,0,0.0,1,3,4,10,1,1,1,4,14,15.0,2024-10-28
Giannis Antetokounmpo,MIL,BOS,L,39.08,14,26,0.538,0,2,0.0,2,6,0.333,1,9,10,6,0,0,7,4,30,14.8,2024-10-28
Christian Braun,DEN,TOR,W,39.65,6,11,0.545,1,4,0.25,4,4,1.0,2,2,4,2,1,1,1,3,17,14.6,2024-10-28
Clint Capela,ATL,WAS,L,24.88,6,6,1.0,0,0,0.0,4,6,0.667,1,3,4,2,1,1,2,4,16,14.5,2024-10-28
Walker Kessler,UTA,DAL,L,29.97,6,11,0.545,0,0,0.0,0,2,0.0,4,7,11,1,2,2,0,1,12,14.5,2024-10-28
Tim Hardaway,DET,MIA,L,33.48,5,10,0.5,3,6,0.5,7,7,1.0,0,0,0,1,0,0,1,1,20,14.3,2024-10-28
Santi Aldama,MEM,CHI,L,35.02,5,13,0.385,1,5,0.2,0,0,0.0,4,9,13,7,0,1,1,0,11,14.0,2024-10-28
Evan Mobley,CLE,NYK,W,35.8,7,12,0.583,1,1,1.0,2,2,1.0,0,8,8,1,0,3,1,4,17,14.0,2024-10-28
Jaren Jackson,MEM,CHI,L,24.47,9,16,0.563,1,4,0.25,0,2,0.0,2,4,6,1,1,3,2,3,19,13.8,2024-10-28
Jamal Murray,DEN,TOR,W,39.72,6,20,0.3,0,2,0.0,5,5,1.0,1,8,9,7,1,0,0,2,17,13.6,2024-10-28
